,year,total_works,topic_1,topic_2,topic_3,topic_4
0,1985.0,2,0.2803532777419935,0.40075379071427325,0.2482518902796395,0.07064104126409365
1,1986.0,1,0.2913043478260869,0.3652173913043478,0.2673913043478261,0.0760869565217391
2,1987.0,3,0.2409419012791191,0.47854963978399706,0.22845824969933737,0.0520502092375463
3,1988.0,3,0.24811664690627225,0.42750739211834304,0.2596826797979535,0.06469328117743099
4,1990.0,4,0.2681432334484535,0.4267389838216003,0.24104432672809226,0.06407345600185388
5,1991.0,5,0.26445781869570506,0.47458049432221616,0.20750777860495867,0.053453908377119996
6,1992.0,5,0.24472070449539735,0.4683017732446341,0.22462660228980993,0.06235091997015848
7,1993.0,1,0.2512234910277324,0.5497553017944535,0.1729200652528548,0.0261011419249592
8,1994.0,7,0.2540559682911728,0.4500742216114425,0.24376006886567556,0.05210974123170896
9,1995.0,6,0.24520629167817343,0.5052950498533663,0.20523956498536297,0.04425909348309729
10,1996.0,8,0.2496504404693955,0.464894653498834,0.24306599126763556,0.04238891476413484
11,1997.0,8,0.2421805165844859,0.49691240159536304,0.22536065109670106,0.03554643072344987
12,1998.0,12,0.2504429600346191,0.48359279561618423,0.22020430534873067,0.04575993900046599
13,1999.0,10,0.25356622462800676,0.4829122132663972,0.21466081785813246,0.0488607442474634
14,2000.0,13,0.24176004712383137,0.4990120825808285,0.20903187861306705,0.050195991682273
15,2001.0,15,0.23625730265506653,0.49841764919387793,0.22123308597296196,0.044091962178093386
16,2002.0,14,0.24285972238166417,0.46690378185906134,0.24590512775805512,0.04433136800121915
17,2003.0,16,0.2340674980420908,0.4926033919480231,0.23342106773748014,0.039908042272405714
18,2004.0,15,0.23176322272537936,0.5122869792542457,0.21501522300408418,0.04093457501629061
19,2005.0,11,0.21936250644763983,0.5300321242407878,0.21808240402705434,0.03252296528451786
20,2006.0,17,0.23017083363232083,0.5141695765061861,0.21930597747791145,0.03635361238358156
21,2007.0,19,0.2274630620895827,0.5014419045992803,0.2312976146709615,0.03979741864017549
22,2008.0,22,0.24249257454064468,0.49339692066589147,0.22591868191058415,0.03819182288287963
23,2009.0,24,0.23941202016465968,0.48789798007981483,0.23149957216451497,0.041190427591010347
24,2010.0,30,0.22279257127365434,0.48744569262722975,0.2484523507621861,0.0413093853369297
25,2011.0,24,0.23376676597314172,0.5087665913285407,0.22033828225714366,0.03712836044117373
26,2012.0,28,0.2369820957775672,0.5004312280187045,0.2232372894285388,0.03934938677518929
27,2013.0,22,0.23000211102189458,0.4914436919876021,0.24165865787143567,0.036895539119067476
28,2014.0,24,0.23299855123090787,0.5020656079574515,0.226383164936763,0.038552675874877686
29,2015.0,18,0.2252950695057283,0.5118806814677965,0.23146517885825327,0.031359070168221696
30,2016.0,23,0.24493427022248002,0.5003447825871047,0.21804424827594915,0.03667669891446619
31,2017.0,21,0.23029536920276433,0.4878626998180793,0.2393932933405052,0.04244863763865115
32,2018.0,10,0.23254448842905623,0.5015226630739393,0.23550151242000333,0.030431336077001114
33,2019.0,15,0.23515026308804474,0.48796575953739363,0.24162115230516093,0.03526282506940067
34,2020.0,10,0.22586139970224428,0.4894393942850441,0.2523084466902566,0.0323907593224549
35,2021.0,4,0.21950001499655075,0.5021408825970026,0.2542479604690921,0.02411114193735435
